"lemma","discriminator","is_official","supertype","frame","distribution","pronominal_class","subject","sememe","examples","synonyms","etymology","etymological_notes","definition_type","qtq_definition","qtq_notes","qtq_gloss","eng_definition","eng_notes","eng_gloss","cmn_definition","cmn_notes","cmn_gloss","spa_definition","spa_notes","spa_gloss","fra_definition","fra_notes","fra_gloss","por_definition","por_notes","por_gloss","rus_definition","rus_notes","rus_gloss","deu_definition","deu_notes","deu_gloss","jpn_definition","jpn_notes","jpn_gloss","tgl_definition","tgl_notes","tgl_gloss","tur_definition","tur_notes","tur_gloss","pol_definition","pol_notes","pol_gloss","nld_definition","nld_notes","nld_gloss","bul_definition","bul_notes","bul_gloss","isl_definition","isl_notes","isl_gloss","lou_definition","lou_notes","lou_gloss","epo_definition","epo_notes","epo_gloss","tok_definition","tok_notes","tok_gloss","tlh_definition","tlh_notes","tlh_gloss","ithkuil-iv_definition","ithkuil-iv_notes","ithkuil-iv_gloss","votgil_definition","votgil_notes","votgil_gloss","c_definition","c_gloss","c_notes","jbo_definition","jbo_gloss","jbo_notes","langdata","qpv_definition","qpv_gloss","qpv_notes"
"ıjoboeme",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a slide deck.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '6oK1B8hqc', 'author': 'robintown', 'date': '2023-11-14T12:28:43.150Z', 'score': 0})}",,,
"ıjopatı",1,"False",,"c","d","hoq","individual",,"[]",,,,"informal",,,,"▯ is an exposition, trade show, hobby show",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'm4ia09zth', 'author': 'Dembim', 'date': '2026-03-06T14:13:12.496Z', 'score': 0})}",,,
"ıjose",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a presentation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'etTBsoCm-', 'author': 'jiqci', 'date': '2023-04-18T06:54:38.717Z', 'score': 0})}",,,
"ıju",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the imaginary unit i.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'yrlldMu8j', 'author': 'jiqci', 'date': '2023-11-30T13:52:30.596Z', 'score': 0})}",,,
"ıjı",1,"False",,,,,,,"[]",,,"a priori","informal",,,,"▯ feels positive emotion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ li pilin pona e ▯",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_4jjHE2mm', 'author': 'fagri', 'date': '2021-09-28T09:07:54.022Z', 'score': 1}), 'tok': OrderedDict({'id': 'E8TdFmFqa', 'author': 'el', 'date': '2022-07-10T06:44:13.024Z', 'score': 0})}",,,
"ıjıa",1,"False",,,,,,,"[]",,,,"informal",,,,"Tense: future (absolute)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'uS5C_1ItA', 'author': 'Ilmen', 'date': '2023-04-01T19:47:35.473Z', 'score': 0})}",,,
"ıka",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""oh?""; curiosity, enthusiasm, interest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'bRx6ARHKz', 'author': 'lassc', 'date': '2022-11-30T19:49:19.855Z', 'score': 1})}",,,
"ıke",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: a slangy way of reacting when something bad happens. ""bad!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'E3iDaNaj-', 'author': 'kazoo', 'date': '2025-04-17T19:16:12.885Z', 'score': 0})}",,,
"ıkea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ requires assembly prior to usage, ▯ is produced/transported/sold/dealt with in parts and only put together at the destination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cA96ygqQg', 'author': 'jiqci', 'date': '2023-05-13T10:44:54.390Z', 'score': 0})}",,,
"ıkufaroq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ eats too much petroleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'doWo7VJnl', 'author': 'evie', 'date': '2024-07-15T18:46:35.298Z', 'score': 0})}",,,
"ıkı",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: emotional/sensory overload/overwhelming; ‘eek’",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vTXfTZJPm', 'author': 'uakci', 'date': '2022-05-11T14:08:13.180Z', 'score': 1})}",,,
"ılaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a byte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'dz5RCiIkY', 'author': 'uakci', 'date': '2023-06-03T11:37:33.820Z', 'score': 0})}",,,
"ılo",1,"False",,"c 1i",,"ho",,,"[]",,,"a priori","informal",,,,"▯ suffers satisfying property ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '365USe1sK', 'author': 'fagri', 'date': '2021-09-30T16:40:51.519Z', 'score': 2})}",,,
"ılı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ feels a familiar or benign sensation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'gMjqfQ8Zz', 'author': 'uakci', 'date': '2022-10-14T19:21:50.722Z', 'score': 0})}",,,
"ım",1,"False",,,,,,,"[]",,,,"informal",,,,"name verb: turns the following reduced relative clause into a verb: ▯ is named “[that clause]”.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'i7_nS8iXF', 'author': 'uakci', 'date': '2023-04-19T01:02:47.961Z', 'score': 2})}",,,
"ıma",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ feels present/aware/lucid/grounded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'esAaqIoZV', 'author': 'uakci', 'date': '2023-01-27T09:15:59.364Z', 'score': 0})}",,,
"ımala",1,"False",,,,,,,"[]",,,,"informal",,,,"Tense: absolute existential past.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_pvsxf-BK', 'author': 'Ilmen', 'date': '2023-04-01T19:49:19.553Z', 'score': 0})}",,,
"ımebo",1,"True","predicate","c","d","ta","free","pemana","[]",,,,"informal","Po íme ▯.",,,"▯ is ours (1st + 3rd person).",,"our",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:ımebo', 'author': 'official', 'date': '', 'score': 0}), 'qtq': OrderedDict({'id': 'Lzu2ZIuYo', 'author': 'robintown', 'date': '2023-10-27T14:59:16.972Z', 'score': 0})}",,,
"ımele",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an email.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'CLLsv_R_3', 'author': 'robintown', 'date': '2022-12-30T15:46:02.882Z', 'score': 0})}",,,
"ımeı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an email",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'aEEc9IQaI', 'author': 'seaqtaq', 'date': '2020-04-03T05:47:32.764Z', 'score': 0})}",,,
"ımeıchıu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an email address",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '2iaW5hho6', 'author': 'seaqtaq', 'date': '2020-04-03T06:55:44.963Z', 'score': 0})}",,,
"ımeıdıeq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ emails ▯ to ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'FLRDObuKg', 'author': 'seaqtaq', 'date': '2020-04-03T05:47:45.555Z', 'score': 0})}",,,
"ımfueqza",1,"False",,,,,,"kulimo","[]","loaıbıa",,,"informal",,,,"▯ is influenza",,"influenza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'BgvuTx-ri', 'author': 'salarua', 'date': '2022-12-18T22:31:18.608Z', 'score': 0})}",,,
"ımfueqzabıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ has influenza.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vFc5KBTlk', 'author': 'Ilmen', 'date': '2025-12-24T20:06:39.440Z', 'score': 0})}",,,
"ımlaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a giant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '0i-HT3-zE', 'author': 'jiqci', 'date': '2024-04-17T10:46:16.430Z', 'score': 1})}",,,
"ımo",1,"False",,,,,,,"[]",,,,"informal",,,,"In my opinion, ▯; The way I see it, ▯; ▯ is according to me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '7ncxA4NxF', 'author': 'uakci', 'date': '2022-05-15T10:19:27.425Z', 'score': 0})}",,,
"ına",1,"True","interjection",,,,,"wepuva","[]",,,,"informal",,,,"OK, received and understood",,"roger","感嘆詞：「懂了」／「明白了」／「原來如此」",,,"OK, recibido y entendido",,"entendido",,,,,,,,,,,,,,,,,,,"ünlem: tamam, anladım, ileti alındı ve anlaşıldı",,,,,,,,,,,,,,,,,,,,,"toki a: ""oke""",,,,,,,,,,,,,,,"ki'anai / je'e",,,"{'eng': OrderedDict({'id': 'official:ına', 'author': 'official', 'date': '', 'score': 0}), 'jbo': OrderedDict({'id': '1kLcx-JOB', 'author': 'Laqme', 'date': '2022-02-27T12:11:20.671Z', 'score': 0}), 'tok': OrderedDict({'id': 'hWapZTowQ', 'author': 'el', 'date': '2022-07-10T02:49:06.331Z', 'score': 0}), 'cmn': OrderedDict({'id': 'Q-QlW2os1', 'author': 'mimiaoganhaqpy', 'date': '2022-10-01T01:48:07.948Z', 'score': 0}), 'spa': OrderedDict({'id': '7IFV26oxQ', 'author': 'TheAndSys', 'date': '2025-03-26T18:23:41.768Z', 'score': 0}), 'tur': OrderedDict({'id': 'WRs4eQc-0', 'author': 'kazoo', 'date': '2025-03-26T18:25:11.647Z', 'score': 0})}",,,
"ınam",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ makes sense.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_ufZx0iFF', 'author': 'TheAndSys', 'date': '2025-02-09T19:41:52.811Z', 'score': 1})}",,,
"ınaq",1,"False",,"c","d","maq","individual",,"[]",,,,"informal",,,,"▯ is a chair.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'YkWY8n8af', 'author': 'kazoo', 'date': '2025-01-31T18:34:45.980Z', 'score': 5})}",,,
"ınaı",1,"True",,,,,,,"[]",,,,"informal",,,,"Tense: now (absolute)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'UgmssJc1J', 'author': 'Hoemai', 'date': '2022-08-16T12:15:35.258Z', 'score': 0})}",,,
"ıne",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: I see, I understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'qmpxG-ilY', 'author': 'TheAndSys', 'date': '2024-06-30T15:10:08.904Z', 'score': 0})}",,,
"ıne",2,"False",,,,,,,"[]",,,,"informal",,,,"interjection: I see (only literally)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '3YIpmdGEY', 'author': 'evie', 'date': '2025-03-04T03:56:38.113Z', 'score': 0})}",,,
"ınha",1,"True","interjection",,,,,,"[]",,,,"informal",,,,"OK, will comply",,"wilco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vi'o",,,"{'eng': OrderedDict({'id': 'official:ınha', 'author': 'official', 'date': '', 'score': 0}), 'jbo': OrderedDict({'id': 'OMraJJ3Zw', 'author': 'Laqme', 'date': '2022-02-27T12:19:09.525Z', 'score': 0})}",,,
"ınhace",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the emotion of wishing to have done something different from something one did, believing it could have had a better outcome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'S5OdO4U78', 'author': 'TheAndSys', 'date': '2025-04-03T07:18:57.529Z', 'score': 0})}",,,
"ınhaka",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""yeah, yeah""; expression of sarcastic/hyperbolic exasperation towards previous statement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'tveVlO-zO', 'author': 'lassc', 'date': '2025-03-16T00:52:18.616Z', 'score': 0})}",,,
"ınhame",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ grins.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_TM09jJ6z', 'author': 'Laqme', 'date': '2024-09-01T10:49:46.871Z', 'score': 0})}",,,
"ınhaq",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: **ına** or **ınha** for cats",,,,,,,,,,,,,,,,,,,,,"感嘆詞: 「ニャるほど〜」。**ına**と**ınha**の猫耳バージョン",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'nkSIlmq6h', 'author': 'mimiaoganhaqpy', 'date': '2022-10-01T01:27:17.710Z', 'score': 0}), 'jpn': OrderedDict({'id': 'Rdj4hl6-v', 'author': 'el', 'date': '2022-10-01T01:38:26.628Z', 'score': 0})}",,,
"ınho",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: yes (explicitly rejecting a negative claim just made)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'M8Kgs2twk', 'author': 'uakci', 'date': '2022-09-10T14:30:27.593Z', 'score': 0})}",,,
"ıo",1,"True",,,,,,,"[]",,,,"informal",,,,"interjection: agreement, ""yeah"", ""totally"", ""agreed"", ""I feel the same way""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cnivla jecu smudu'i zo «.ie»",,,"{'eng': OrderedDict({'id': 'bB7SVASN4', 'author': 'Hoemai', 'date': '2023-08-02T13:38:24.276Z', 'score': 4}), 'jbo': OrderedDict({'id': 'CjN6YWMrc', 'author': 'zearen', 'date': '2025-03-21T23:17:33.412Z', 'score': 0})}",,,
"ıo",2,"False",,,,,,,"[]",,,,"informal",,,,"particle: emphasis, attention-drawing, exclamation
gı̉da ıo! that's great!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '6IclhCW3n', 'author': 'akesi', 'date': '2020-02-01T10:54:34.673Z', 'score': 1})}",,,
"ıo-",1,"False",,,,,,,"[]",,,,"informal",,,,"prefix: attaches to a speech act particle to mark the sentence as a proverb, snowclone, reference, quote, etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'NNE1uZFtT', 'author': 'Laqme', 'date': '2023-01-09T11:12:30.132Z', 'score': 0})}",,,
"ıoba",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a person who takes religious devoutness to an extreme and seeks to impose the bigotry on others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '2TYnOhYrS', 'author': 'kazoo', 'date': '2025-03-04T13:15:06.988Z', 'score': 0})}",,,
"ıodıq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is iodine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'fyw_U8JcA', 'author': 'jiqci', 'date': '2023-03-14T20:16:18.463Z', 'score': 1})}",,,
"ıome",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a candle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xULXCLspu', 'author': 'Laqme', 'date': '2023-12-16T13:42:15.849Z', 'score': 1})}",,,
"ıoq",1,"False",,,,,,,"[]",,,,"informal",,,,"number component: infinitely repeating sequence of digits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'YLezgXxHl', 'author': 'Ilmen', 'date': '2024-10-30T14:02:47.560Z', 'score': 0})}",,,
"ıoqhashoa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Yom HaShoah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_diwfjXRE', 'author': 'salarua', 'date': '2022-12-02T21:50:29.495Z', 'score': 0})}",,,
"ıota",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ are 10<sup>24</sup> (1,000,000,000,000,000,000,000,000) in number; ▯ are a septillion.",,"yotta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'gqia0ZvZC', 'author': 'seaqtaq', 'date': '2019-12-20T15:49:45.145Z', 'score': 0})}",,,
"ıpu",1,"False",,,,,,,"[]",,,,"informal",,,,"Tense: paste (absolute)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'BsqT7VikB', 'author': 'Ilmen', 'date': '2023-04-01T19:47:47.996Z', 'score': 0})}",,,
"ıpı",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: excitement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '2FxYa2tEy', 'author': 'Machy', 'date': '2022-04-10T17:17:23.109Z', 'score': 0})}",,,
"ıq",1,"True","predicate","c 1i","n d","ta","free","pohuti","[]","lıbo",,,"informal",,,,"▯ satisfy property ▯.",,"satisfy.property",,,,"▯ satisface la propiedad ▯",,,,,,,,,,,,,,,,,,,,,,,,"▯ spełnia własność ▯.",,,,,,,,,,,,,,,,,,"▯ li ▯",,,,,,"woţpêı tha thëıxauksa oţpízcıu’lu",,,,,,,,,"bo'a ckaji bo'e",,,"{'eng': OrderedDict({'id': 'official:ıq', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': '04aImqSvG', 'author': 'el', 'date': '2022-08-13T05:09:13.268Z', 'score': 0}), 'jbo': OrderedDict({'id': 'RxhZEc4CR', 'author': 'el', 'date': '2022-08-13T05:12:20.664Z', 'score': 0}), 'ithkuil-iv': OrderedDict({'id': 'ET7B1ZbGG', 'author': 'uakci', 'date': '2022-09-25T09:47:44.973Z', 'score': 0}), 'pol': OrderedDict({'id': 'b5AkQrnpYx', 'author': 'jiqci', 'date': '2023-07-31T08:19:44.657Z', 'score': 0}), 'spa': OrderedDict({'id': '3fJv-HLwV', 'author': 'TheAndSys', 'date': '2025-03-26T05:49:13.738Z', 'score': 0})}",,,
"ıq'aq",1,"False",,,,,,,"[]",,,,"informal",,,,"Itself is with ▯ in relation ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'sbeDbX6j0', 'author': 'seaqtaq', 'date': '2024-10-30T03:12:01.296Z', 'score': 0})}",,,
"ıq'ım",1,"False",,,,,,,"[]",,,,"informal",,,,"ideophone: (often imperceptible) singing/humming/melodic utterance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'U7nI8IsRO', 'author': 'lassc', 'date': '2026-03-16T18:10:33.306Z', 'score': 0})}",,,
"ıq'ıq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ satisfies property ▯ [emphatic and/or not reducible like **ıq**].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '0s40RFIHo', 'author': 'uakci', 'date': '2022-10-16T02:19:47.598Z', 'score': 0})}",,,
"ıq'ıq",2,"False",,,,,,,"[]",,,,"informal",,,,"Each one among ▯ has property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'LOdlsLauT', 'author': 'Ilmen', 'date': '2022-10-28T17:03:47.921Z', 'score': 0})}",,,
"ıq'ıqku",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the letter Iq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'G6zNm_jOm', 'author': 'el', 'date': '2022-08-01T15:49:25.611Z', 'score': 0})}",,,
"ıq'ırue",1,"True","predicate","c","d","hoq","individual",,"[]",,,,"informal",,,,"▯ is the letter I.",,"I",,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ to litera I.",,,,,,,,,,,,,,,,,,"▯ li sitelen ni: I",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': ""official:ıq'ırue"", 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'JUNeleK1P', 'author': 'el', 'date': '2022-10-26T18:03:52.931Z', 'score': 0}), 'pol': OrderedDict({'id': '3jLzdBVy1M', 'author': 'jiqci', 'date': '2023-07-31T08:19:45.687Z', 'score': 0})}",,,
"ıq-",1,"False",,,,,,,"[]",,,,"informal",,,,"prefix: turn a ""that""-verb into a ""to""-verb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xR7mJHGy0', 'author': 'Laqme', 'date': '2024-10-10T18:55:31.743Z', 'score': 2})}",,,
"ıqbo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a property that is satisfied by ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cXAx7Zyrv', 'author': 'Ilmen', 'date': '2022-10-14T19:28:23.620Z', 'score': 0})}",,,
"ıqbıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is afflicted by the sickness or illness of having property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ne4Eyxyjh', 'author': 'Ilmen', 'date': '2025-10-30T22:09:56.942Z', 'score': 0})}",,,
"ıqcheı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an inch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'h1f7Z5fIz', 'author': 'jiqci', 'date': '2023-07-07T07:51:51.765Z', 'score': 0})}",,,
"ıqcheısea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is inchresting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Ba4vk48jF', 'author': 'jiqci', 'date': '2024-09-22T14:58:10.592Z', 'score': 0})}",,,
"ıqcho",1,"False",,,,,,"tawale","[]","lıecho",,,"informal",,,,"▯ likes to, enjoys to, has a taste for having property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'K15e3FPkD', 'author': 'Ilmen', 'date': '2025-04-05T21:42:55.742Z', 'score': 0})}",,,
"ıqchoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ satisfies property ▯ as a way of satisfying property ▯; ▯ does ▯, thereby accomplishing ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'IMymyY_FC', 'author': 'uakci', 'date': '2023-04-05T01:28:48.689Z', 'score': 0})}",,,
